cgsmax_hrudr,0.02243807226880227
cgsmax_hrusr,0.034447885045207405
er_frac_ref_hrudr,0.07336962918718154
fsoilemax_hrudr,0.9996940564773169
fsoilemax_hrusr,0.5556733198134864
k0sat_scale,6.502913467246424
k_gw_scale,1.2310534431157967
k_rout_int,0.08906617438004111
k_rout_scale,0.10150001467649622
kdsat_scale,0.010039897222122934
kr_coeff,0.8759818058078808
kssat_scale,0.04799438294609414
ne_scale,0.05338293597005102
pref_gridscale,2.9895488371753824
s0max_scale,2.8908344441843443
s_sls_hrudr,0.04379688290583196
s_sls_hrusr,0.776691663093333
sdmax_scale,0.7285078155783884
slope_coeff,0.5058671783205728
ssmax_scale,1.8580589764652793
ud0_hrudr,10.698181296499953
